Designator,Manufacturer Part Number or Seeed SKU,Qty,Link
"E1-MCU, E2-MCU, E3-MCU",ATMEGA328P-MU-QFN32 (SKU: 310010005),3,https://statics3.seeedstudio.com/images/opl/datasheet/310010005.pdf
